time_stamp,humidity,temperature,pressure,pm2.5_atm,pm2.5_cf_1,pm2.5_cf_1_b,sensor_index
1686787200,48.0,75.0,1012.18,6.1,6.1,6.1,31533
1686790800,50.0,74.0,1012.0,7.2,7.2,7.2,31533
1687510800,52.0,68.0,1015.06,5.1,5.1,5.1,31533
1681117200,67.0,59.0,1017.3,6.8,6.8,6.4,31533
1675137600,55.0,61.0,1014.81,4.3,4.3,4.0,31533
1678456800,58.0,60.0,1018.41,0.9,0.9,0.8,31533
1678442400,49.0,64.0,1018.64,1.2,1.2,1.1,31533
1679014800,48.0,65.0,1016.66,3.4,3.4,3.2,31533
1679072400,42.0,72.0,1017.77,25.4,25.5,25.0,31533
1682229600,55.0,69.0,1008.47,6.2,6.2,6.1,31533
1682211600,25.0,83.0,1007.79,4.6,4.6,4.6,31533
1682269200,59.0,67.0,1010.49,11.9,11.9,11.9,31533
1682272800,57.0,68.0,1010.38,11.4,11.4,11.3,31533
1682280000,53.0,71.0,1010.12,8.3,8.3,8.2,31533
1684911600,58.0,67.0,1013.56,5.4,5.4,5.4,31533
1684908000,58.0,66.0,1013.8,6.5,6.5,6.4,31533
1684886400,53.0,70.0,1013.21,8.9,9.1,9.1,31533
1687305600,37.0,80.0,1014.38,4.4,4.4,4.3,31533
1687312800,38.0,78.0,1014.11,3.2,3.2,3.1,31533
1687334400,50.0,71.0,1014.78,5.0,5.0,4.9,31533
1687341600,54.0,70.0,1014.17,5.7,5.7,5.6,31533
1674244800,37.0,65.0,1022.1,1.7,1.7,1.6,31533
1674212400,59.0,57.0,1019.52,22.1,22.1,22.1,31533
1674219600,61.0,55.0,1020.14,13.7,13.7,13.9,31533
1677488400,55.0,56.0,1021.73,11.6,11.6,11.6,31533
1686196800,51.0,71.0,1015.21,1.1,1.1,1.1,31533
1686247200,47.0,73.0,1016.92,2.9,2.9,3.0,31533
1686222000,59.0,67.0,1015.04,2.7,2.7,2.8,31533
1686250800,46.0,73.0,1017.03,3.4,3.4,3.4,31533
1681423200,58.0,63.0,1010.28,6.0,6.0,5.5,31533
1683745200,43.0,72.0,1017.28,1.6,1.6,1.7,31533
1677722400,27.0,58.0,1009.82,0.3,0.3,0.2,31533
1677729600,29.0,57.0,1011.87,0.4,0.4,0.3,31533
1674792000,25.0,67.0,1025.01,11.5,11.5,11.0,31533
1679392800,65.0,59.0,1009.4,0.7,0.7,0.6,31533
1679414400,80.0,59.0,1004.99,1.4,1.4,1.2,31533
1673830800,59.0,64.0,1010.13,3.5,3.5,3.3,31533
1684062000,68.0,65.0,1011.56,10.0,10.0,10.0,31533
1684047600,67.0,65.0,1011.88,16.0,16.0,16.1,31533
1680188400,52.0,62.0,1013.52,2.9,2.9,2.7,31533
1680138000,38.0,65.0,1012.38,1.2,1.2,1.1,31533
1680202800,43.0,63.0,1015.12,0.5,0.5,0.4,31533
1680141600,42.0,63.0,1012.19,1.5,1.5,1.3,31533
1683410400,35.0,74.0,1018.13,0.5,0.5,0.5,31533
1683342000,46.0,68.0,1018.1,0.4,0.4,0.4,31533
1676725200,29.0,56.0,1015.16,10.4,10.4,10.4,31533
1676750400,20.0,69.0,1015.88,6.7,6.7,6.5,31533
1674529200,30.0,64.0,1018.45,3.3,3.3,3.2,31533
1674525600,30.0,65.0,1017.77,2.6,2.6,2.5,31533
1674385200,47.0,55.0,1020.29,39.8,44.7,44.7,31533
1684166400,67.0,66.0,1018.53,9.3,9.3,9.4,31533
1684137600,65.0,66.0,1016.68,15.9,15.9,16.2,31533
1684170000,63.0,67.0,1018.62,9.8,9.8,9.8,31533
1676379600,55.0,61.0,1013.58,5.2,5.2,4.8,31533
1682406000,58.0,67.0,1012.5,13.0,13.0,12.6,31533
1682460000,47.0,72.0,1011.94,9.6,9.6,9.6,31533
1682384400,49.0,71.0,1010.89,15.4,15.5,15.3,31533
1681614000,50.0,68.0,1018.72,4.7,4.7,4.4,31533
1677369600,55.0,56.0,1012.77,0.5,0.5,0.4,31533
1677412800,60.0,50.0,1017.35,18.7,18.7,19.0,31533
1677376800,57.0,55.0,1013.38,2.7,2.7,2.5,31533
1677625200,40.0,64.0,1015.62,0.9,0.9,0.8,31533
1680069600,49.0,64.0,1016.51,3.1,3.1,2.9,31533
1685408400,52.0,71.0,1014.21,4.5,4.5,4.6,31533
1682568000,57.0,67.0,1013.67,29.2,29.6,28.9,31533
1684285200,44.0,76.0,1013.49,4.5,4.5,4.5,31533
1684328400,60.0,67.0,1013.31,36.0,39.8,39.7,31533
1677150000,44.0,57.0,1013.91,0.2,0.2,0.1,31533
1681596000,40.0,73.0,1018.31,4.8,4.8,4.8,31533
1686628800,50.0,72.0,1016.8,3.5,3.5,3.4,31533
1686618000,43.0,76.0,1015.86,1.6,1.6,1.6,31533
1686682800,44.0,76.0,1016.87,4.9,4.9,4.9,31533
1682938800,68.0,63.0,1010.16,2.0,2.0,1.9,31533
1682978400,44.0,70.0,1010.39,2.5,2.5,2.5,31533
1682942400,67.0,63.0,1009.98,3.6,3.6,3.5,31533
1680692400,42.0,57.0,1018.81,1.7,1.7,1.5,31533
1680660000,36.0,64.0,1018.66,1.0,1.0,0.8,31533
1683644400,54.0,68.0,1015.94,4.4,4.4,4.4,31533
1675299600,21.0,68.0,1020.8,0.7,0.7,0.8,31533
1685491200,42.0,73.0,1013.44,3.1,3.1,3.1,31533
1682539200,46.0,77.0,1014.12,19.1,19.1,18.7,31533
1682492400,56.0,67.0,1014.47,10.4,10.4,10.0,31533
1682506800,58.0,66.0,1014.2,17.2,17.2,16.7,31533
1678042800,57.0,60.0,1020.2,4.3,4.3,4.2,31533
1680501600,57.0,62.0,1015.2,2.0,2.0,1.8,31533
1680512400,55.0,62.0,1014.05,2.5,2.5,2.2,31533
1680548400,34.0,72.0,1013.12,1.5,1.5,1.5,31533
1681750800,52.0,65.0,1015.45,10.8,10.8,10.5,31533
1675062000,60.0,58.0,1012.76,2.7,2.7,2.5,31533
1675044000,47.0,61.0,1012.33,0.7,0.7,0.6,31533
1683853200,44.0,74.0,1013.72,5.4,5.4,5.3,31533
1683867600,51.0,68.0,1015.02,5.3,5.3,5.0,31533
1686268800,42.0,77.0,1015.23,1.1,1.1,1.1,31533
1686283200,51.0,71.0,1016.49,1.5,1.5,1.5,31533
1685228400,44.0,74.0,1013.53,7.4,7.4,7.5,31533
1679529600,48.0,64.0,1018.22,0.9,0.9,0.8,31533
1679547600,53.0,61.0,1020.45,7.2,7.2,6.7,31533
1679569200,61.0,60.0,1020.77,4.5,4.5,4.2,31533
1685624400,60.0,67.0,1012.05,4.2,4.2,4.2,31533
1685617200,58.0,67.0,1011.85,3.4,3.4,3.4,31533
1687435200,56.0,69.0,1013.34,17.1,20.6,20.3,31533
1686564000,53.0,71.0,1015.55,3.7,3.7,3.7,31533
1686135600,56.0,68.0,1013.17,1.5,1.5,1.5,31533
1686171600,45.0,73.0,1015.47,0.6,0.6,0.6,31533
1686157200,49.0,71.0,1015.12,1.5,1.5,1.6,31533
1686142800,55.0,68.0,1013.73,3.9,3.9,3.9,31533
1686124800,52.0,69.0,1013.32,2.2,2.2,2.3,31533
1680444000,58.0,61.0,1019.16,11.1,11.1,11.0,31533
1680415200,60.0,63.0,1019.64,4.7,4.7,4.5,31533
1674493200,20.0,69.0,1016.57,3.3,3.3,3.3,31533
1674450000,44.0,60.0,1012.48,30.4,31.1,31.1,31533
1681009200,52.0,67.0,1017.88,0.3,0.3,0.3,31533
1681077600,44.0,74.0,1017.2,9.0,9.0,8.9,31533
1676091600,37.0,68.0,1015.57,5.3,5.3,5.1,31533
1676088000,32.0,70.0,1015.88,4.6,4.6,4.4,31533
1676109600,48.0,65.0,1012.99,11.6,11.6,11.4,31533
1680807600,16.0,78.0,1017.41,5.2,5.2,5.0,31533
1680771600,41.0,62.0,1017.66,8.3,8.3,7.9,31533
1680753600,33.0,66.0,1017.65,2.7,2.7,2.5,31533
1680760800,34.0,64.0,1017.98,4.9,4.9,4.6,31533
1675666800,38.0,62.0,1020.45,0.5,0.5,0.4,31533
1675695600,38.0,63.0,1023.19,4.4,4.4,4.2,31533
1675659600,50.0,63.0,1020.34,4.0,4.0,3.8,31533
1675692000,35.0,59.0,1022.84,0.6,0.6,0.5,31533
1681819200,58.0,63.0,1014.4,12.9,12.9,12.8,31533
1681837200,46.0,69.0,1015.79,9.5,9.5,9.3,31533
1673661600,42.0,67.0,1018.62,7.8,7.8,7.4,31533
1673730000,72.0,59.0,1011.44,9.8,9.8,10.3,31533
1673715600,67.0,63.0,1015.36,14.1,14.1,13.9,31533
1675213200,28.0,66.0,1017.42,2.7,2.7,2.5,31533
1675238400,38.0,58.0,1019.26,18.8,18.8,18.7,31533
1675216800,26.0,65.0,1017.67,3.1,3.1,3.1,31533
1673049600,49.0,66.0,1021.67,5.1,5.1,4.9,31533
1686013200,46.0,70.0,1011.33,5.7,5.7,5.9,31533
1686024000,47.0,68.0,1012.37,5.0,5.0,5.0,31533
1688032800,57.0,69.0,1012.17,12.0,12.0,11.7,31533
1688079600,43.0,79.0,1010.76,8.2,8.2,8.0,31533
1688011200,54.0,72.0,1011.65,11.0,11.0,10.6,31533
1688000400,47.0,76.0,1010.65,10.6,10.7,10.5,31533
1679245200,54.0,66.0,1015.37,10.9,10.9,10.4,31533
1687575600,44.0,73.0,1015.47,5.0,5.0,5.0,31533
1687615200,54.0,70.0,1016.49,5.9,5.9,5.8,31533
1672549200,75.0,64.0,1009.77,2.1,2.1,2.2,31533
1672581600,60.0,61.0,1007.54,2.0,2.0,1.8,31533
1683784800,56.0,66.0,1016.9,1.9,1.9,1.8,31533
1683802800,55.0,65.0,1015.59,3.6,3.6,3.3,31533
1673308800,73.0,64.0,1018.15,3.2,3.2,3.1,31533
1673362800,79.0,64.0,1016.08,1.8,1.8,1.8,31533
1678640400,65.0,65.0,1020.62,17.1,17.1,17.0,31533
1685134800,41.0,73.0,1013.9,2.6,2.6,2.6,31533
1685142000,43.0,72.0,1013.89,3.1,3.1,3.2,31533
1683428400,41.0,69.0,1018.63,1.5,1.5,1.5,31533
1683424800,39.0,71.0,1018.18,1.1,1.1,1.1,31533
1672920000,75.0,61.0,1016.36,2.9,2.9,2.9,31533
1672930800,81.0,60.0,1016.74,2.0,2.0,2.0,31533
1683111600,51.0,61.0,1012.22,2.7,2.7,2.5,31533
1677816000,48.0,60.0,1018.94,2.2,2.2,1.9,31533
1686438000,47.0,75.0,1011.74,4.2,4.2,4.3,31533
1686380400,57.0,69.0,1014.08,10.6,10.6,10.5,31533
1678298400,42.0,65.0,1021.69,3.6,3.6,3.6,31533
1681891200,48.0,63.0,1015.63,3.8,3.8,3.6,31533
1681930800,37.0,69.0,1017.96,6.5,6.5,6.2,31533
1681448400,57.0,62.0,1011.88,5.3,5.3,4.9,31533
1681455600,57.0,63.0,1011.72,5.7,5.7,5.2,31533
1681477200,56.0,61.0,1012.22,4.6,4.6,4.2,31533
1685736000,42.0,77.0,1014.81,7.4,7.4,7.4,31533
1685718000,48.0,74.0,1015.28,7.1,7.1,7.4,31533
1672844400,80.0,63.0,1018.87,1.3,1.3,1.4,31533
1672822800,78.0,62.0,1018.38,2.4,2.4,2.6,31533
1676858400,56.0,63.0,1018.46,19.0,19.0,19.0,31533
1676916000,27.0,74.0,1018.8,22.8,22.8,22.4,31533
1679173200,20.0,77.0,1015.64,3.3,3.3,3.2,31533
1685311200,50.0,73.0,1013.43,7.9,7.9,7.9,31533
1675771200,44.0,57.0,1022.89,13.1,13.1,13.0,31533
1677222000,56.0,53.0,1017.33,7.7,7.7,7.9,31533
1677243600,60.0,56.0,1016.22,1.0,1.0,0.9,31533
1672747200,68.0,57.0,1016.32,4.0,4.0,3.8,31533
1672768800,74.0,58.0,1018.52,1.4,1.4,1.4,31533
1672707600,53.0,63.0,1016.82,3.1,3.1,2.9,31533
1682006400,24.0,81.0,1019.79,9.7,9.7,9.6,31533
1681992000,54.0,61.0,1018.18,8.8,8.8,8.7,31533
1682017200,35.0,75.0,1019.83,14.3,14.3,14.2,31533
1682024400,26.0,83.0,1019.07,9.7,9.7,9.7,31533
1682359200,54.0,69.0,1012.96,9.2,9.2,9.1,31533
1682308800,63.0,66.0,1010.56,13.6,13.6,13.8,31533
1682301600,59.0,67.0,1009.13,9.5,9.5,9.4,31533
1682362800,51.0,70.0,1012.68,8.5,8.5,8.5,31533
1673276400,63.0,62.0,1020.75,7.1,7.1,7.1,31533
1673226000,51.0,66.0,1020.0,14.0,14.0,13.9,31533
1673802000,60.0,65.0,1012.68,2.4,2.4,2.3,31533
1684382400,60.0,67.0,1011.63,11.5,11.5,11.4,31533
1686999600,59.0,70.0,1014.66,10.1,10.1,9.8,31533
1678204800,35.0,72.0,1020.93,6.5,6.5,6.4,31533
1678154400,43.0,63.0,1020.3,0.6,0.6,0.5,31533
1674763200,14.0,73.0,1025.58,0.3,0.3,0.3,31533
1674705600,34.0,66.0,1023.67,16.9,16.9,16.4,31533
1675605600,66.0,63.0,1022.1,15.2,15.2,15.2,31533
1680318000,46.0,65.0,1020.23,3.3,3.3,3.1,31533
1680314400,44.0,66.0,1020.36,0.8,0.8,0.8,31533
1680328800,51.0,64.0,1020.73,2.5,2.5,2.4,31533
1687867200,58.0,68.0,1011.09,9.0,9.0,8.7,31533
1683518400,50.0,69.0,1017.46,2.8,2.8,2.7,31533
1683586800,43.0,74.0,1015.51,2.2,2.2,2.3,31533
1683576000,47.0,72.0,1016.96,3.6,3.6,3.6,31533
1684587600,62.0,68.0,1018.08,14.4,14.4,14.1,31533
1684562400,58.0,70.0,1017.86,13.4,13.4,13.3,31533
1674162000,47.0,65.0,1018.44,3.6,3.6,3.5,31533
1674151200,43.0,66.0,1020.9,22.0,22.0,21.8,31533
1677963600,49.0,63.0,1015.25,2.9,2.9,2.8,31533
1677902400,52.0,61.0,1013.99,5.9,5.9,5.6,31533
1677906000,53.0,60.0,1014.39,10.3,10.3,10.2,31533
1687770000,55.0,69.0,1014.26,6.4,6.4,6.3,31533
1687755600,45.0,72.0,1014.92,7.6,7.6,7.5,31533
1687777200,56.0,68.0,1014.2,6.1,6.1,6.0,31533
1680271200,49.0,60.0,1021.64,15.5,15.5,15.5,31533
1686942000,50.0,75.0,1015.07,10.9,10.9,10.8,31533
1685916000,50.0,74.0,1010.73,15.2,15.2,15.3,31533
1685908800,54.0,71.0,1012.23,13.5,13.5,13.6,31533
1680994800,39.0,75.0,1016.84,0.5,0.5,0.5,31533
1674662400,39.0,62.0,1025.5,19.1,19.1,19.1,31533
1674680400,22.0,74.0,1022.52,14.5,14.5,14.4,31533
1678910400,60.0,69.0,1013.75,2.8,2.8,2.8,31533
1678878000,82.0,61.0,1012.42,1.3,1.3,1.3,31533
1678118400,37.0,74.0,1021.4,3.8,3.8,3.8,31533
1678125600,41.0,67.0,1021.75,2.4,2.4,2.4,31533
1676199600,54.0,56.0,1012.55,10.1,10.1,10.1,31533
1676214000,46.0,62.0,1012.76,8.2,8.2,8.2,31533
1674936000,49.0,65.0,1014.49,5.4,5.4,5.1,31533
1683194400,58.0,62.0,1010.1,0.5,0.5,0.4,31533
1682118000,14.0,90.0,1014.63,3.7,3.7,3.7,31533
1684882800,53.0,71.0,1013.43,4.8,4.8,4.9,31533
1677088800,25.0,66.0,1011.26,0.8,0.8,0.7,31533
1675890000,38.0,71.0,1022.25,8.6,8.6,8.6,31533
1676786400,39.0,61.0,1016.64,22.6,23.0,23.1,31533
1676815200,36.0,54.0,1016.11,20.3,20.3,20.3,31533
1676826000,32.0,72.0,1017.28,12.3,12.3,12.2,31533
1676833200,43.0,65.0,1017.5,5.5,5.5,5.4,31533
1676505600,22.0,66.0,1020.58,0.5,0.5,0.5,31533
1673604000,43.0,61.0,1020.24,9.4,9.4,9.1,31533
1687978800,51.0,73.0,1012.93,9.7,9.7,9.6,31533
1676448000,31.0,56.0,1014.2,0.5,0.5,0.5,31533
1676455200,34.0,55.0,1015.01,0.6,0.6,0.6,31533
1679302800,68.0,62.0,1013.27,15.2,15.2,15.2,31533
1679320800,66.0,63.0,1012.97,12.9,12.9,12.3,31533
1679288400,67.0,61.0,1013.91,6.9,6.9,6.6,31533
1679328000,60.0,66.0,1013.84,3.0,3.0,2.9,31533
1677704400,28.0,63.0,1006.5,0.2,0.2,0.1,31533
1677636000,45.0,62.0,1015.12,1.5,1.5,1.3,31533
1673168400,66.0,60.0,1020.46,29.2,29.4,30.1,31533
1673136000,48.0,66.0,1019.57,15.5,15.5,15.4,31533
1673161200,60.0,62.0,1021.99,24.2,24.2,24.4,31533
1682841600,61.0,65.0,1014.51,21.2,21.2,20.9,31533
1679004000,46.0,65.0,1017.41,3.7,3.7,3.5,31533
1684987200,50.0,67.0,1012.57,5.4,5.4,5.2,31533
1685034000,55.0,67.0,1012.76,3.1,3.1,3.0,31533
1679997600,36.0,63.0,1017.46,8.9,8.9,8.5,31533
1678690800,60.0,64.0,1021.01,2.5,2.5,2.4,31533
1678701600,60.0,64.0,1020.35,6.7,6.7,6.3,31533
1678723200,46.0,73.0,1021.17,19.6,19.6,19.6,31533
1678687200,61.0,65.0,1021.07,2.5,2.5,2.4,31533
1678705200,60.0,64.0,1020.05,8.6,8.5,8.1,31533
1674316800,46.0,60.0,1026.14,25.3,25.3,25.4,31533
1673996400,32.0,67.0,1012.42,0.3,0.3,0.2,31533
1673974800,32.0,68.0,1013.48,1.3,1.3,1.4,31533
1680638400,18.0,72.0,1018.98,0.1,0.1,0.1,31533
1680609600,27.0,58.0,1018.14,0.4,0.4,0.3,31533
1680850800,35.0,65.0,1016.35,6.0,6.0,5.7,31533
1680872400,43.0,61.0,1016.2,9.9,9.9,9.7,31533
1680879600,37.0,73.0,1017.34,9.1,9.1,8.9,31533
1684677600,62.0,68.0,1016.68,22.4,22.4,22.8,31533
1684663200,59.0,70.0,1016.4,22.1,22.1,21.8,31533
1686870000,46.0,75.0,1012.25,2.4,2.4,2.4,31533
1681192800,66.0,62.0,1017.68,29.2,29.5,29.3,31533
1681207200,68.0,61.0,1016.09,34.4,36.9,36.5,31533
1672675200,55.0,58.0,1015.09,12.9,12.9,13.1,31533
1687482000,39.0,76.0,1013.65,5.6,5.6,5.6,31533
1675198800,28.0,68.0,1017.08,3.3,3.3,3.3,31533
1675130400,54.0,61.0,1013.81,0.4,0.4,0.4,31533
1675159200,60.0,57.0,1015.3,13.4,13.4,13.4,31533
1682222400,39.0,76.0,1008.65,4.0,4.0,4.1,31533
1682233200,57.0,68.0,1008.43,6.1,6.1,5.9,31533
1674223200,61.0,54.0,1020.82,13.5,13.5,13.4,31533
1685386800,47.0,74.0,1016.04,8.6,8.9,9.0,31533
1676660400,12.0,70.0,1016.18,1.6,1.6,1.6,31533
1683684000,44.0,70.0,1014.26,2.6,2.6,2.4,31533
1683687600,47.0,68.0,1014.66,3.5,3.5,3.3,31533
1677783600,40.0,62.0,1019.32,1.0,1.0,1.0,31533
1679364000,51.0,64.0,1012.17,0.9,0.9,0.9,31533
1684098000,52.0,73.0,1013.69,14.0,14.0,14.1,31533
1683378000,55.0,63.0,1017.75,3.0,3.0,3.0,31533
1683356400,49.0,65.0,1018.5,1.1,1.1,1.0,31533
1676757600,20.0,69.0,1014.8,3.2,3.2,3.2,31533
1674572400,37.0,55.0,1025.42,10.6,10.6,10.7,31533
1674558000,38.0,55.0,1022.71,12.0,12.0,12.2,31533
1674421200,51.0,63.0,1012.88,4.1,4.1,3.9,31533
1674388800,44.0,54.0,1019.64,29.3,29.6,29.8,31533
1684141200,66.0,66.0,1016.3,15.0,15.0,15.3,31533
1684130400,63.0,67.0,1016.52,21.9,21.9,22.2,31533
1684108800,56.0,70.0,1013.88,13.1,13.1,13.1,31533
1676347200,63.0,62.0,1014.65,4.1,4.1,3.9,31533
1676343600,62.0,62.0,1014.62,4.3,4.3,4.0,31533
1676358000,55.0,64.0,1014.95,7.5,7.5,7.2,31533
1681628400,54.0,64.0,1019.71,6.5,6.5,6.1,31533
1683262800,47.0,67.0,1016.02,0.7,0.7,0.7,31533
1681286400,67.0,61.0,1013.81,10.3,10.3,10.2,31533
1679454000,57.0,61.0,1007.26,1.4,1.4,1.1,31533
1685455200,54.0,69.0,1014.81,4.5,4.5,4.5,31533
1685484000,43.0,73.0,1014.08,4.0,4.0,4.0,31533
1682618400,55.0,69.0,1014.9,32.0,33.4,33.4,31533
1682564400,55.0,68.0,1013.21,25.1,25.1,24.6,31533
1682571600,60.0,66.0,1013.98,32.5,34.1,33.6,31533
1677132000,40.0,57.0,1014.05,0.2,0.2,0.2,31533
1672995600,60.0,61.0,1022.51,5.3,5.3,5.1,31533
1673006400,59.0,58.0,1022.49,9.6,9.6,9.7,31533
1681552800,57.0,63.0,1017.22,9.3,9.3,8.9,31533
1686639600,55.0,70.0,1016.96,3.1,3.1,3.1,31533
1685973600,57.0,66.0,1011.27,7.6,7.6,7.5,31533
1685988000,44.0,71.0,1012.66,6.4,6.4,6.5,31533
1686002400,45.0,70.0,1012.5,5.8,5.8,5.9,31533
1675472400,28.0,70.0,1020.3,2.1,2.1,2.1,31533
1675468800,25.0,72.0,1020.05,2.9,2.9,3.0,31533
1675519200,44.0,56.0,1020.63,25.6,25.6,25.5,31533
1675504800,43.0,60.0,1020.48,23.3,23.3,23.5,31533
1678341600,47.0,61.0,1020.3,5.1,5.1,4.8,31533
1683612000,52.0,68.0,1015.74,3.8,3.8,3.5,31533
1679655600,50.0,59.0,1022.38,4.1,4.1,3.9,31533
1679616000,41.0,68.0,1021.98,1.7,1.7,1.6,31533
1673478000,58.0,65.0,1023.04,3.2,3.2,3.1,31533
1673416800,60.0,62.0,1021.31,9.5,9.5,9.5,31533
1673438400,65.0,58.0,1021.26,13.1,13.1,13.3,31533
1678024800,50.0,59.0,1018.37,7.8,7.8,7.3,31533
1680516000,53.0,62.0,1013.4,2.5,2.5,2.2,31533
1675083600,65.0,55.0,1012.94,0.3,0.3,0.2,31533
1675112400,47.0,64.0,1013.12,0.3,0.3,0.2,31533
1675108800,45.0,65.0,1013.54,1.7,1.7,1.7,31533
1683864000,50.0,68.0,1014.97,5.5,5.5,5.4,31533
1683860400,48.0,69.0,1014.52,5.4,5.4,5.3,31533
1679540400,49.0,64.0,1019.28,2.9,2.9,2.7,31533
1679612400,39.0,70.0,1022.02,1.2,1.2,1.2,31533
1677315600,64.0,57.0,1010.93,0.2,0.2,0.2,31533
1677358800,55.0,55.0,1013.5,0.4,0.4,0.4,31533
1677366000,57.0,56.0,1012.93,0.5,0.5,0.5,31533
1685631600,56.0,68.0,1012.97,3.9,3.9,3.9,31533
1685628000,58.0,67.0,1012.46,4.4,4.4,4.3,31533
1685595600,54.0,68.0,1012.66,5.3,5.3,5.3,31533
1687406400,38.0,76.0,1013.32,3.6,3.6,3.4,31533
1687420800,54.0,71.0,1013.3,7.5,7.5,7.4,31533
1676264400,48.0,61.0,1010.79,4.1,4.1,3.7,31533
1676300400,49.0,61.0,1013.83,7.5,7.5,7.4,31533
1686571200,54.0,70.0,1015.61,4.1,4.1,4.2,31533
1686528000,50.0,74.0,1013.58,4.2,4.2,4.3,31533
1686549600,53.0,72.0,1015.53,3.9,3.9,3.8,31533
1686121200,50.0,69.0,1013.75,1.2,1.2,1.3,31533
1680418800,59.0,63.0,1019.71,4.4,4.4,4.1,31533
1680422400,59.0,63.0,1019.6,4.3,4.3,4.0,31533
1680426000,58.0,63.0,1019.32,4.2,4.2,4.0,31533
1682722800,40.0,77.0,1013.85,15.8,15.8,15.9,31533
1680793200,24.0,76.0,1017.87,16.1,16.1,15.5,31533
1675713600,29.0,70.0,1022.05,1.7,1.7,1.7,31533
1681815600,56.0,64.0,1014.15,13.0,13.0,12.8,31533
1681833600,43.0,71.0,1015.49,9.7,9.7,9.6,31533
1673665200,46.0,65.0,1018.47,9.5,9.5,9.0,31533
1673690400,58.0,62.0,1016.77,28.1,28.2,28.1,31533
1687996800,48.0,75.0,1010.54,9.8,9.8,9.7,31533
1679223600,45.0,67.0,1013.92,17.5,17.5,16.9,31533
1682773200,62.0,64.0,1016.34,42.4,51.0,50.6,31533
1683838800,43.0,72.0,1015.02,6.3,6.3,6.3,31533
1683496800,33.0,75.0,1017.34,0.8,0.8,0.8,31533
1672898400,72.0,64.0,1018.5,1.8,1.8,1.8,31533
1683079200,39.0,67.0,1012.75,0.3,0.3,0.2,31533
1677823200,50.0,59.0,1019.09,9.5,9.5,9.4,31533
1677808800,45.0,61.0,1017.96,1.3,1.3,1.3,31533
1677841200,55.0,54.0,1016.86,11.1,11.1,11.3,31533
1678258800,52.0,59.0,1019.6,1.9,1.9,1.8,31533
1678233600,31.0,67.0,1018.27,0.3,0.3,0.3,31533
1681902000,53.0,61.0,1015.65,6.0,6.0,5.6,31533
1674954000,51.0,63.0,1013.86,6.3,6.3,6.0,31533
1672848000,79.0,63.0,1019.46,0.8,0.8,0.8,31533
1672858800,83.0,63.0,1019.47,0.5,0.5,0.6,31533
1672873200,79.0,64.0,1017.5,1.9,1.9,2.0,31533
1672840800,81.0,62.0,1018.7,0.9,0.9,0.9,31533
1675461600,25.0,74.0,1020.54,24.3,24.3,24.0,31533
1679155200,27.0,80.0,1017.24,15.4,15.4,15.3,31533
1679115600,56.0,64.0,1016.4,10.8,10.8,10.5,31533
1684742400,65.0,68.0,1014.54,7.5,7.5,7.4,31533
1684717200,49.0,76.0,1013.19,6.9,6.9,7.0,31533
1675756800,48.0,61.0,1022.7,15.7,15.7,15.4,31533
1675810800,17.0,73.0,1022.42,0.3,0.3,0.3,31533
1675778400,41.0,56.0,1023.92,11.9,11.9,11.9,31533
1672725600,61.0,59.0,1016.94,13.3,13.3,13.4,31533
1672714800,56.0,61.0,1016.5,6.8,6.8,6.4,31533
1681948800,27.0,73.0,1016.01,3.7,3.7,3.7,31533
1673294400,68.0,63.0,1018.59,17.5,17.5,17.7,31533
1673766000,65.0,64.0,1009.83,1.9,1.9,1.8,31533
1673776800,61.0,64.0,1009.68,4.7,4.7,4.3,31533
1673492400,56.0,64.0,1023.43,7.1,7.1,6.7,31533
1673510400,61.0,61.0,1022.46,14.1,14.1,14.2,31533
1686981600,57.0,72.0,1015.45,7.3,7.3,7.1,31533
1686769200,52.0,71.0,1013.82,8.1,8.1,7.9,31533
1686754800,56.0,69.0,1014.75,13.9,13.9,13.6,31533
1674720000,41.0,61.0,1024.36,32.6,33.9,33.8,31533
1674756000,17.0,71.0,1027.6,0.1,0.1,0.1,31533
1675627200,41.0,72.0,1021.85,1.6,1.6,1.6,31533
1685782800,59.0,67.0,1013.05,11.6,11.6,11.4,31533
1685772000,56.0,69.0,1014.55,7.8,7.8,7.8,31533
1685790000,59.0,66.0,1012.5,9.2,9.2,8.9,31533
1680379200,39.0,71.0,1019.72,3.0,3.0,3.0,31533
1683550800,59.0,65.0,1016.97,6.7,6.7,6.3,31533
1683554400,56.0,67.0,1017.13,12.8,12.8,12.5,31533
1682204400,37.0,80.0,1008.37,8.2,8.2,8.2,31533
1682121600,14.0,88.0,1014.24,9.3,9.6,9.7,31533
1682182800,31.0,80.0,1011.69,7.3,7.3,7.5,31533
1682164800,62.0,66.0,1011.87,12.9,12.9,13.0,31533
1684584000,61.0,68.0,1017.63,13.8,13.8,13.6,31533
1674136800,57.0,54.0,1020.8,22.0,22.0,22.1,31533
1674169200,46.0,66.0,1017.74,2.7,2.7,2.8,31533
1677924000,60.0,56.0,1013.5,21.2,21.2,21.1,31533
1677913200,55.0,59.0,1014.19,14.8,14.8,14.6,31533
1687762800,52.0,69.0,1014.48,8.8,8.8,8.5,31533
1680292800,39.0,70.0,1022.46,2.6,2.6,2.6,31533
1680303600,32.0,73.0,1021.16,0.6,0.6,0.6,31533
1680296400,35.0,71.0,1021.95,1.7,1.7,1.7,31533
